benchmark,clf_name,train_roc,train_prn,test_roc,test_prn
wine_benchmark_0209.csv,CBLOF,0.501,0.455,0.5129,0.4727
wine_benchmark_0210.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0210.csv,KNN,0.4982,0.4474,0.5144,0.5319
wine_benchmark_0210.csv,IForest,0.495,0.4316,0.4824,0.3696
wine_benchmark_0210.csv,HBOS,0.4971,0.4421,0.4947,0.4318
wine_benchmark_0210.csv,LOF,0.4918,0.4158,0.5111,0.5094
wine_benchmark_0210.csv,CBLOF,0.5035,0.4737,0.5049,0.4815
wine_benchmark_0211.csv,ABOD,0.5024,0.4526,0.5053,0.5135
wine_benchmark_0211.csv,KNN,0.511,0.4947,0.4992,0.475
wine_benchmark_0211.csv,IForest,0.5003,0.4421,0.4995,0.4773
wine_benchmark_0211.csv,HBOS,0.5013,0.4474,0.5061,0.5106
wine_benchmark_0211.csv,LOF,0.511,0.4947,0.51,0.5349
wine_benchmark_0211.csv,CBLOF,0.5003,0.4421,0.4907,0.425
wine_benchmark_0212.csv,ABOD,0.4915,0.4021,0.5042,0.4815
wine_benchmark_0212.csv,KNN,0.5086,0.4868,0.5065,0.4909
wine_benchmark_0212.csv,IForest,0.5001,0.4444,0.5117,0.5082
wine_benchmark_0212.csv,HBOS,0.5022,0.455,0.5085,0.5
wine_benchmark_0212.csv,LOF,0.5022,0.455,0.5272,0.5882
wine_benchmark_0212.csv,CBLOF,0.5022,0.455,0.5134,0.5172
wine_benchmark_0213.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0213.csv,KNN,0.5105,0.5158,0.5187,0.5455
wine_benchmark_0213.csv,IForest,0.4978,0.4526,0.5115,0.4865
wine_benchmark_0213.csv,HBOS,0.4914,0.4211,0.5119,0.4773
wine_benchmark_0213.csv,LOF,0.5095,0.5105,0.5006,0.4194
wine_benchmark_0213.csv,CBLOF,0.5036,0.4815,0.5079,0.4615
wine_benchmark_0214.csv,ABOD,0.5061,0.4921,0.5019,0.4468
wine_benchmark_0214.csv,KNN,0.5146,0.5344,0.4651,0.2609
wine_benchmark_0214.csv,IForest,0.4912,0.418,0.4729,0.3137
wine_benchmark_0214.csv,HBOS,0.4997,0.4603,0.4796,0.3462
wine_benchmark_0214.csv,LOF,0.5125,0.5238,0.4723,0.3061
wine_benchmark_0214.csv,CBLOF,0.5146,0.5344,0.4823,0.3
wine_benchmark_0215.csv,ABOD,0.5161,0.534,0.4982,0.4651
wine_benchmark_0215.csv,KNN,0.5077,0.4921,0.5067,0.5116
wine_benchmark_0215.csv,IForest,0.5013,0.4607,0.488,0.413
wine_benchmark_0215.csv,HBOS,0.4949,0.4293,0.5002,0.4762
wine_benchmark_0215.csv,LOF,0.5098,0.5026,0.5209,0.6053
wine_benchmark_0215.csv,CBLOF,0.5055,0.4817,0.4922,0.4348
wine_benchmark_0216.csv,ABOD,0.4913,0.4031,0.5209,0.5439
wine_benchmark_0216.csv,KNN,0.5051,0.4712,0.507,0.4839
wine_benchmark_0216.csv,IForest,0.4934,0.4136,0.5098,0.5
wine_benchmark_0216.csv,HBOS,0.4903,0.3979,0.5114,0.5098
wine_benchmark_0216.csv,LOF,0.5009,0.4503,0.5132,0.5082
wine_benchmark_0216.csv,CBLOF,0.5051,0.4712,0.5216,0.541
wine_benchmark_0217.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0217.csv,KNN,0.5017,0.4607,0.4969,0.4419
wine_benchmark_0217.csv,IForest,0.489,0.3979,0.5037,0.4783
wine_benchmark_0217.csv,HBOS,0.4943,0.4241,0.5106,0.5102
wine_benchmark_0217.csv,LOF,0.507,0.4869,0.5074,0.4909
wine_benchmark_0217.csv,CBLOF,0.5017,0.4607,0.4985,0.45
wine_benchmark_0218.csv,ABOD,0.5,0.4368,0.5162,0.5172
wine_benchmark_0218.csv,KNN,0.4978,0.4263,0.5418,0.6207
wine_benchmark_0218.csv,IForest,0.4876,0.3757,0.5197,0.537
wine_benchmark_0218.csv,HBOS,0.4828,0.3526,0.5248,0.5517
wine_benchmark_0218.csv,LOF,0.5011,0.4421,0.5399,0.6102
wine_benchmark_0218.csv,CBLOF,0.4978,0.4263,0.5325,0.5926
wine_benchmark_0219.csv,ABOD,0.503,0.4681,0.5188,0.5106
wine_benchmark_0219.csv,KNN,0.4998,0.4521,0.517,0.5
wine_benchmark_0219.csv,IForest,0.4923,0.4149,0.5232,0.5319
wine_benchmark_0219.csv,HBOS,0.5014,0.4599,0.501,0.425
wine_benchmark_0219.csv,LOF,0.5052,0.4787,0.5202,0.5098
wine_benchmark_0219.csv,CBLOF,0.4977,0.4415,0.5136,0.4737
wine_benchmark_0220.csv,ABOD,0.4942,0.4241,0.5344,0.619
wine_benchmark_0220.csv,KNN,0.4985,0.445,0.5277,0.5854
wine_benchmark_0220.csv,IForest,0.4932,0.4188,0.5106,0.4878
wine_benchmark_0220.csv,HBOS,0.5043,0.4737,0.4934,0.3902
wine_benchmark_0220.csv,LOF,0.5006,0.4555,0.5289,0.5778
wine_benchmark_0220.csv,CBLOF,0.4932,0.4188,0.5155,0.5
wine_benchmark_0221.csv,ABOD,0.4942,0.4233,0.5104,0.5128
wine_benchmark_0221.csv,KNN,0.4996,0.4497,0.5014,0.4595
wine_benchmark_0221.csv,IForest,0.4942,0.4233,0.5008,0.4545
wine_benchmark_0221.csv,HBOS,0.4996,0.4497,0.5085,0.5
wine_benchmark_0221.csv,LOF,0.5039,0.4709,0.5053,0.4857
wine_benchmark_0221.csv,CBLOF,0.4942,0.4233,0.4982,0.4423
wine_benchmark_0222.csv,ABOD,0.5053,0.4817,0.5034,0.4603
wine_benchmark_0222.csv,KNN,0.5085,0.4974,0.4911,0.4154
wine_benchmark_0222.csv,IForest,0.5011,0.4607,0.4848,0.3696
wine_benchmark_0222.csv,HBOS,0.5074,0.4921,0.4851,0.386
wine_benchmark_0222.csv,LOF,0.5043,0.4764,0.4964,0.4333
wine_benchmark_0222.csv,CBLOF,0.499,0.4503,0.4876,0.3878
wine_benchmark_0223.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0223.csv,KNN,0.5092,0.5079,0.4707,0.3125
wine_benchmark_0223.csv,IForest,0.4976,0.4503,0.4814,0.3673
wine_benchmark_0223.csv,HBOS,0.5029,0.4764,0.4737,0.3396
wine_benchmark_0223.csv,LOF,0.504,0.4817,0.4849,0.3778
wine_benchmark_0223.csv,CBLOF,0.4997,0.4607,0.4707,0.3125
wine_benchmark_0224.csv,ABOD,0.4941,0.4339,0.5136,0.4909
wine_benchmark_0224.csv,KNN,0.5005,0.4656,0.5064,0.4667
wine_benchmark_0224.csv,IForest,0.4973,0.4497,0.4997,0.4318
wine_benchmark_0224.csv,HBOS,0.4898,0.4127,0.5238,0.5789
wine_benchmark_0224.csv,LOF,0.4973,0.4497,0.5115,0.5
wine_benchmark_0224.csv,CBLOF,0.5005,0.4656,0.5125,0.4902
wine_benchmark_0225.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0225.csv,KNN,0.5013,0.466,0.5159,0.55
wine_benchmark_0225.csv,IForest,0.4886,0.4031,0.4794,0.3243
wine_benchmark_0225.csv,HBOS,0.4918,0.4188,0.4836,0.3514
wine_benchmark_0225.csv,LOF,0.5034,0.4764,0.5133,0.5405
wine_benchmark_0225.csv,CBLOF,0.5024,0.4712,0.5009,0.4615
wine_benchmark_0226.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0226.csv,KNN,0.511,0.5236,0.4957,0.4194
wine_benchmark_0226.csv,IForest,0.4963,0.4503,0.5001,0.4524
wine_benchmark_0226.csv,HBOS,0.4931,0.4346,0.5004,0.4545
wine_benchmark_0226.csv,LOF,0.5084,0.5105,0.4938,0.4062
wine_benchmark_0226.csv,CBLOF,0.4984,0.4607,0.5074,0.5
wine_benchmark_0227.csv,ABOD,0.5007,0.4474,0.4852,0.4082
wine_benchmark_0227.csv,KNN,0.5093,0.4895,0.469,0.3509
wine_benchmark_0227.csv,IForest,0.4932,0.4105,0.4659,0.3043
wine_benchmark_0227.csv,HBOS,0.4986,0.4368,0.4897,0.434
wine_benchmark_0227.csv,LOF,0.5071,0.4789,0.4784,0.3636
wine_benchmark_0227.csv,CBLOF,0.4943,0.4158,0.4646,0.3273
wine_benchmark_0228.csv,ABOD,0.5019,0.4607,0.5099,0.5208
wine_benchmark_0228.csv,KNN,0.5072,0.4869,0.4906,0.4222
wine_benchmark_0228.csv,IForest,0.4924,0.4136,0.4978,0.4615
wine_benchmark_0228.csv,HBOS,0.4913,0.4084,0.4975,0.46
wine_benchmark_0228.csv,LOF,0.503,0.466,0.4887,0.413
wine_benchmark_0228.csv,CBLOF,0.4998,0.4503,0.4867,0.4043
wine_benchmark_0229.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0229.csv,KNN,0.5079,0.4921,0.4895,0.4167
wine_benchmark_0229.csv,IForest,0.492,0.4136,0.5015,0.4643
wine_benchmark_0229.csv,HBOS,0.501,0.4579,0.5011,0.463
wine_benchmark_0229.csv,LOF,0.5111,0.5079,0.5054,0.4815
wine_benchmark_0229.csv,CBLOF,0.4999,0.4526,0.5015,0.4643
wine_benchmark_0230.csv,ABOD,0.4917,0.4241,0.4847,0.3833
wine_benchmark_0230.csv,KNN,0.5002,0.466,0.5013,0.4478
wine_benchmark_0230.csv,IForest,0.4886,0.4084,0.4629,0.2931
wine_benchmark_0230.csv,HBOS,0.4928,0.4293,0.4644,0.3125
wine_benchmark_0230.csv,LOF,0.5012,0.4712,0.5107,0.4906
wine_benchmark_0230.csv,CBLOF,0.497,0.4503,0.4994,0.4412
wine_benchmark_0231.csv,ABOD,0.5,0.4444,0.4994,0.4615
wine_benchmark_0231.csv,KNN,0.5054,0.4709,0.5042,0.4884
wine_benchmark_0231.csv,IForest,0.4925,0.4074,0.4892,0.4048
wine_benchmark_0231.csv,HBOS,0.4914,0.4021,0.4835,0.3438
wine_benchmark_0231.csv,LOF,0.515,0.5185,0.4952,0.4359
wine_benchmark_0231.csv,CBLOF,0.5,0.4444,0.5105,0.5238
wine_benchmark_0232.csv,ABOD,0.4933,0.4136,0.5172,0.5349
wine_benchmark_0232.csv,KNN,0.5018,0.4555,0.512,0.5
wine_benchmark_0232.csv,IForest,0.4933,0.4136,0.5035,0.4583
wine_benchmark_0232.csv,HBOS,0.4912,0.4031,0.5192,0.5294
wine_benchmark_0232.csv,LOF,0.4981,0.4368,0.5271,0.6
wine_benchmark_0232.csv,CBLOF,0.4987,0.4398,0.5044,0.4651
wine_benchmark_0233.csv,ABOD,0.4956,0.4293,0.5241,0.575
wine_benchmark_0233.csv,KNN,0.5041,0.4712,0.5319,0.6
wine_benchmark_0233.csv,IForest,0.502,0.4607,0.5113,0.5
wine_benchmark_0233.csv,HBOS,0.4977,0.4398,0.5044,0.4565
wine_benchmark_0233.csv,LOF,0.5083,0.4921,0.5144,0.5278
wine_benchmark_0233.csv,CBLOF,0.4967,0.4346,0.499,0.4286
wine_benchmark_0234.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0234.csv,KNN,0.5024,0.466,0.5057,0.4717
wine_benchmark_0234.csv,IForest,0.4961,0.4346,0.4902,0.3902
wine_benchmark_0234.csv,HBOS,0.4971,0.4398,0.4779,0.3256
wine_benchmark_0234.csv,LOF,0.5082,0.4947,0.4935,0.413
wine_benchmark_0234.csv,CBLOF,0.495,0.4293,0.5019,0.4565
wine_benchmark_0235.csv,ABOD,0.4976,0.4368,0.4884,0.3913
wine_benchmark_0235.csv,KNN,0.505,0.4737,0.5031,0.4667
wine_benchmark_0235.csv,IForest,0.4976,0.4368,0.4888,0.3958
wine_benchmark_0235.csv,HBOS,0.4959,0.4286,0.4969,0.4348
wine_benchmark_0235.csv,LOF,0.5061,0.4789,0.5178,0.5455
wine_benchmark_0235.csv,CBLOF,0.5029,0.4632,0.5046,0.4762
wine_benchmark_0236.csv,ABOD,0.4933,0.418,0.5024,0.463
wine_benchmark_0236.csv,KNN,0.5007,0.455,0.5012,0.4583
wine_benchmark_0236.csv,IForest,0.4933,0.418,0.509,0.4909
wine_benchmark_0236.csv,HBOS,0.4826,0.3651,0.5106,0.5
wine_benchmark_0236.csv,LOF,0.5044,0.4734,0.4935,0.4231
wine_benchmark_0236.csv,CBLOF,0.5018,0.4603,0.4985,0.4444
wine_benchmark_0237.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0237.csv,KNN,0.4987,0.445,0.4875,0.4043
wine_benchmark_0237.csv,IForest,0.4977,0.4398,0.4971,0.45
wine_benchmark_0237.csv,HBOS,0.496,0.4316,0.4937,0.4348
wine_benchmark_0237.csv,LOF,0.504,0.4712,0.5035,0.4878
wine_benchmark_0237.csv,CBLOF,0.4924,0.4136,0.5007,0.4722
wine_benchmark_0238.csv,ABOD,0.494,0.4188,0.5227,0.5714
wine_benchmark_0238.csv,KNN,0.4993,0.445,0.5142,0.541
wine_benchmark_0238.csv,IForest,0.495,0.4241,0.4977,0.4769
wine_benchmark_0238.csv,HBOS,0.4828,0.3632,0.5077,0.5172
wine_benchmark_0238.csv,LOF,0.5024,0.4607,0.5221,0.5849
wine_benchmark_0238.csv,CBLOF,0.495,0.4241,0.5166,0.5455
wine_benchmark_0239.csv,ABOD,0.4971,0.4233,0.4674,0.3214
wine_benchmark_0239.csv,KNN,0.4982,0.4286,0.4857,0.3922
wine_benchmark_0239.csv,IForest,0.4907,0.3915,0.4876,0.4098
wine_benchmark_0239.csv,HBOS,0.4799,0.3386,0.5023,0.4667
wine_benchmark_0239.csv,LOF,0.5019,0.4468,0.4977,0.4483
wine_benchmark_0239.csv,CBLOF,0.4939,0.4074,0.4952,0.4412
wine_benchmark_0240.csv,ABOD,0.5,0.0,0.5,0.0
wine_benchmark_0240.csv,KNN,0.4972,0.4316,0.4869,0.3514
wine_benchmark_0240.csv,IForest,0.4951,0.4211,0.4968,0.4118
wine_benchmark_0240.csv,HBOS,0.4908,0.4,0.4987,0.4242
wine_benchmark_0240.csv,LOF,0.4999,0.4444,0.4794,0.3333
wine_benchmark_0240.csv,CBLOF,0.4951,0.4211,0.5065,0.4737
wine_benchmark_0241.csv,ABOD,0.5179,0.5949,0.5076,0.6
wine_benchmark_0241.csv,KNN,0.5255,0.6329,0.4866,0.4167
wine_benchmark_0241.csv,IForest,0.4974,0.4937,0.4974,0.5
wine_benchmark_0241.csv,HBOS,0.4974,0.4937,0.5087,0.6667
wine_benchmark_0241.csv,LOF,0.5127,0.5696,0.4969,0.5
wine_benchmark_0241.csv,CBLOF,0.5127,0.5696,0.4813,0.3846
wine_benchmark_0242.csv,ABOD,0.5333,0.6538,0.5189,0.625
wine_benchmark_0242.csv,KNN,0.5126,0.5513,0.4928,0.4737
wine_benchmark_0242.csv,IForest,0.5049,0.5128,0.477,0.4091
wine_benchmark_0242.csv,HBOS,0.4946,0.4615,0.5275,0.5938
wine_benchmark_0242.csv,LOF,0.5152,0.5641,0.4829,0.4
wine_benchmark_0242.csv,CBLOF,0.5101,0.5385,0.4775,0.3889
wine_benchmark_0243.csv,ABOD,0.499,0.481,0.5704,0.8077
wine_benchmark_0243.csv,KNN,0.4914,0.443,0.5619,0.8182
wine_benchmark_0243.csv,IForest,0.4939,0.4557,0.5432,0.7778
wine_benchmark_0243.csv,HBOS,0.5142,0.5584,0.5245,0.7143
wine_benchmark_0243.csv,LOF,0.4888,0.4304,0.5423,0.75
wine_benchmark_0243.csv,CBLOF,0.4965,0.4684,0.5341,0.6667
wine_benchmark_0244.csv,ABOD,0.4947,0.4875,0.5311,0.6522
wine_benchmark_0244.csv,KNN,0.4997,0.5125,0.5322,0.7059
wine_benchmark_0244.csv,IForest,0.4896,0.4625,0.5266,0.65
wine_benchmark_0244.csv,HBOS,0.4997,0.5125,0.5401,0.6552
wine_benchmark_0244.csv,LOF,0.4896,0.4625,0.5371,0.7222
wine_benchmark_0244.csv,CBLOF,0.5048,0.5375,0.5266,0.65
wine_benchmark_0245.csv,ABOD,0.498,0.4937,0.4944,0.4737
wine_benchmark_0245.csv,KNN,0.4929,0.4684,0.5248,0.6087
wine_benchmark_0245.csv,IForest,0.5056,0.5316,0.5247,0.6
wine_benchmark_0245.csv,HBOS,0.5082,0.5443,0.5045,0.5238
wine_benchmark_0245.csv,LOF,0.4903,0.4557,0.5298,0.625
wine_benchmark_0245.csv,CBLOF,0.4877,0.443,0.5147,0.5714
wine_benchmark_0246.csv,ABOD,0.5062,0.5316,0.5035,0.5238
wine_benchmark_0246.csv,KNN,0.5037,0.519,0.5139,0.5882
wine_benchmark_0246.csv,IForest,0.4961,0.481,0.4778,0.4167
wine_benchmark_0246.csv,HBOS,0.4859,0.4304,0.4938,0.4667
wine_benchmark_0246.csv,LOF,0.5011,0.5063,0.4931,0.4783
wine_benchmark_0246.csv,CBLOF,0.5011,0.5063,0.4928,0.4815
wine_benchmark_0247.csv,ABOD,0.5129,0.5769,0.5162,0.5714
wine_benchmark_0247.csv,KNN,0.5103,0.5641,0.5274,0.6364
wine_benchmark_0247.csv,IForest,0.5,0.5128,0.5018,0.5238
wine_benchmark_0247.csv,HBOS,0.5026,0.5256,0.4962,0.5
wine_benchmark_0247.csv,LOF,0.5,0.5128,0.5074,0.5556
wine_benchmark_0247.csv,CBLOF,0.4948,0.4872,0.5021,0.5263
wine_benchmark_0248.csv,ABOD,0.5055,0.5385,0.4892,0.4091
wine_benchmark_0248.csv,KNN,0.5132,0.5769,0.4987,0.45
wine_benchmark_0248.csv,IForest,0.5055,0.5385,0.4922,0.4118
wine_benchmark_0248.csv,HBOS,0.5017,0.5195,0.4798,0.375
wine_benchmark_0248.csv,LOF,0.503,0.5256,0.5043,0.4762
wine_benchmark_0248.csv,CBLOF,0.503,0.5256,0.4836,0.381
wine_benchmark_0249.csv,ABOD,0.5185,0.5897,0.5172,0.6667
wine_benchmark_0249.csv,KNN,0.5107,0.5513,0.5335,0.7857
wine_benchmark_0249.csv,IForest,0.49,0.4487,0.5369,0.7647
wine_benchmark_0249.csv,HBOS,0.4926,0.4615,0.5277,0.7333
wine_benchmark_0249.csv,LOF,0.5004,0.5,0.5195,0.65
wine_benchmark_0249.csv,CBLOF,0.5082,0.5385,0.523,0.7143
wine_benchmark_0250.csv,ABOD,0.5344,0.6795,0.4886,0.4706
wine_benchmark_0250.csv,KNN,0.5215,0.6154,0.4853,0.4167
wine_benchmark_0250.csv,IForest,0.501,0.5128,0.4766,0.25
wine_benchmark_0250.csv,HBOS,0.4959,0.4872,0.4648,0.25
wine_benchmark_0250.csv,LOF,0.5138,0.5769,0.4531,0.25
wine_benchmark_0250.csv,CBLOF,0.5113,0.5641,0.4751,0.3333
wine_benchmark_0251.csv,ABOD,0.5101,0.5385,0.5015,0.5294
wine_benchmark_0251.csv,KNN,0.5101,0.5385,0.5069,0.5625
wine_benchmark_0251.csv,IForest,0.5101,0.5385,0.5003,0.5217
wine_benchmark_0251.csv,HBOS,0.4972,0.4744,0.5065,0.5556
wine_benchmark_0251.csv,LOF,0.5024,0.5,0.4974,0.5
wine_benchmark_0251.csv,CBLOF,0.5024,0.5,0.4908,0.4737
wine_benchmark_0252.csv,ABOD,0.5196,0.5949,0.4611,0.3529
wine_benchmark_0252.csv,KNN,0.5145,0.5696,0.4699,0.4211
wine_benchmark_0252.csv,IForest,0.4992,0.4937,0.4669,0.4348
wine_benchmark_0252.csv,HBOS,0.4941,0.4684,0.4609,0.4167
wine_benchmark_0252.csv,LOF,0.5018,0.5063,0.4759,0.4444
wine_benchmark_0252.csv,CBLOF,0.5043,0.519,0.4536,0.35
wine_benchmark_0253.csv,ABOD,0.5255,0.6456,0.528,0.6957
wine_benchmark_0253.csv,KNN,0.5076,0.557,0.534,0.7273
wine_benchmark_0253.csv,IForest,0.4974,0.5063,0.5077,0.625
wine_benchmark_0253.csv,HBOS,0.4974,0.5063,0.5148,0.65
wine_benchmark_0253.csv,LOF,0.5,0.519,0.5137,0.6667
wine_benchmark_0253.csv,CBLOF,0.5051,0.5443,0.5001,0.5789
wine_benchmark_0254.csv,ABOD,0.5285,0.641,0.4855,0.4211
wine_benchmark_0254.csv,KNN,0.513,0.5641,0.4858,0.4348
wine_benchmark_0254.csv,IForest,0.5052,0.5256,0.5016,0.5
wine_benchmark_0254.csv,HBOS,0.5052,0.5256,0.527,0.6087
wine_benchmark_0254.csv,LOF,0.5052,0.5256,0.4753,0.381
wine_benchmark_0254.csv,CBLOF,0.5052,0.5256,0.4865,0.4595
wine_benchmark_0255.csv,ABOD,0.506,0.5128,0.5482,0.6897
wine_benchmark_0255.csv,KNN,0.5035,0.5,0.5433,0.6786
wine_benchmark_0255.csv,IForest,0.4932,0.4487,0.5142,0.5909
wine_benchmark_0255.csv,HBOS,0.4855,0.4103,0.5167,0.5806
wine_benchmark_0255.csv,LOF,0.4906,0.4359,0.5288,0.64
wine_benchmark_0255.csv,CBLOF,0.4996,0.4805,0.5439,0.6923
wine_benchmark_0256.csv,ABOD,0.5093,0.5513,0.4987,0.5455
wine_benchmark_0256.csv,KNN,0.5093,0.5513,0.4801,0.4375
wine_benchmark_0256.csv,IForest,0.5093,0.5513,0.4883,0.4545
wine_benchmark_0256.csv,HBOS,0.5067,0.5385,0.4905,0.5
wine_benchmark_0256.csv,LOF,0.499,0.5,0.4662,0.3077
wine_benchmark_0256.csv,CBLOF,0.5093,0.5513,0.4592,0.3125
wine_benchmark_0257.csv,ABOD,0.5089,0.5513,0.5165,0.5909
wine_benchmark_0257.csv,KNN,0.5063,0.5385,0.5271,0.65
wine_benchmark_0257.csv,IForest,0.5012,0.5128,0.5104,0.5556
wine_benchmark_0257.csv,HBOS,0.5063,0.5385,0.5165,0.5909
wine_benchmark_0257.csv,LOF,0.5089,0.5513,0.5119,0.5789
wine_benchmark_0257.csv,CBLOF,0.5037,0.5256,0.515,0.5667
wine_benchmark_0258.csv,ABOD,0.5215,0.6203,0.5194,0.6207
wine_benchmark_0258.csv,KNN,0.5215,0.6203,0.4872,0.5
wine_benchmark_0258.csv,IForest,0.5087,0.557,0.4861,0.4667
wine_benchmark_0258.csv,HBOS,0.5189,0.6076,0.485,0.4706
wine_benchmark_0258.csv,LOF,0.5164,0.5949,0.4689,0.3889
wine_benchmark_0258.csv,CBLOF,0.5138,0.5823,0.4953,0.5294
wine_benchmark_0259.csv,ABOD,0.5007,0.519,0.53,0.6875
wine_benchmark_0259.csv,KNN,0.4982,0.5063,0.5044,0.52
wine_benchmark_0259.csv,IForest,0.4931,0.481,0.5197,0.5909
wine_benchmark_0259.csv,HBOS,0.4982,0.5063,0.5248,0.619
wine_benchmark_0259.csv,LOF,0.4956,0.4937,0.5095,0.5385
wine_benchmark_0259.csv,CBLOF,0.4905,0.4684,0.5093,0.5312
wine_benchmark_0260.csv,ABOD,0.5087,0.5385,0.5253,0.7333
wine_benchmark_0260.csv,KNN,0.5087,0.5385,0.5104,0.619
wine_benchmark_0260.csv,IForest,0.4959,0.4744,0.4821,0.4706
wine_benchmark_0260.csv,HBOS,0.4882,0.4359,0.503,0.5882
wine_benchmark_0260.csv,LOF,0.501,0.5,0.4821,0.4706
wine_benchmark_0260.csv,CBLOF,0.4882,0.4359,0.503,0.5833
wine_benchmark_0261.csv,ABOD,0.5232,0.6154,0.51,0.6
wine_benchmark_0261.csv,KNN,0.5257,0.6282,0.5068,0.5909
wine_benchmark_0261.csv,IForest,0.5078,0.5385,0.5118,0.6429
wine_benchmark_0261.csv,HBOS,0.5052,0.5256,0.4711,0.4286
wine_benchmark_0261.csv,LOF,0.5206,0.6026,0.5068,0.5909
wine_benchmark_0261.csv,CBLOF,0.5129,0.5641,0.5022,0.5714
wine_benchmark_0262.csv,ABOD,0.5056,0.519,0.5331,0.75
wine_benchmark_0262.csv,KNN,0.5082,0.5316,0.5106,0.6
wine_benchmark_0262.csv,IForest,0.5031,0.5063,0.4855,0.4737
wine_benchmark_0262.csv,HBOS,0.5056,0.519,0.4818,0.4375
wine_benchmark_0262.csv,LOF,0.5005,0.4937,0.5152,0.619
wine_benchmark_0262.csv,CBLOF,0.498,0.481,0.4994,0.5455
wine_benchmark_0263.csv,ABOD,0.5224,0.6154,0.5342,0.6923
wine_benchmark_0263.csv,KNN,0.5068,0.5385,0.5353,0.7647
wine_benchmark_0263.csv,IForest,0.5068,0.5385,0.5444,0.7895
wine_benchmark_0263.csv,HBOS,0.5094,0.5513,0.5311,0.6957
wine_benchmark_0263.csv,LOF,0.5043,0.5256,0.5146,0.625
wine_benchmark_0263.csv,CBLOF,0.4913,0.4615,0.5339,0.7368
wine_benchmark_0264.csv,ABOD,0.5078,0.519,0.5367,0.7368
wine_benchmark_0264.csv,KNN,0.5027,0.4937,0.5192,0.6923
wine_benchmark_0264.csv,IForest,0.5078,0.519,0.507,0.5882
wine_benchmark_0264.csv,HBOS,0.5002,0.481,0.4931,0.5
wine_benchmark_0264.csv,LOF,0.5053,0.5063,0.5212,0.7778
wine_benchmark_0264.csv,CBLOF,0.5027,0.4937,0.5089,0.6154
wine_benchmark_0265.csv,ABOD,0.5135,0.5584,0.525,0.6316
wine_benchmark_0265.csv,KNN,0.5109,0.5455,0.5354,0.6842
wine_benchmark_0265.csv,IForest,0.5004,0.4935,0.5094,0.5556
wine_benchmark_0265.csv,HBOS,0.5056,0.5195,0.4937,0.4762
wine_benchmark_0265.csv,LOF,0.5056,0.5195,0.5146,0.5789
wine_benchmark_0265.csv,CBLOF,0.503,0.5065,0.5198,0.6
wine_benchmark_0266.csv,ABOD,0.5291,0.6494,0.5127,0.5714
wine_benchmark_0266.csv,KNN,0.5265,0.6364,0.5125,0.5652
wine_benchmark_0266.csv,IForest,0.5109,0.5584,0.5024,0.5238
wine_benchmark_0266.csv,HBOS,0.5109,0.5584,0.5438,0.7143
wine_benchmark_0266.csv,LOF,0.5187,0.5974,0.508,0.5556
wine_benchmark_0266.csv,CBLOF,0.5187,0.5974,0.5018,0.52
wine_benchmark_0267.csv,ABOD,0.5108,0.5769,0.5058,0.5
wine_benchmark_0267.csv,KNN,0.5005,0.5256,0.5201,0.5652
wine_benchmark_0267.csv,IForest,0.4902,0.4744,0.5091,0.5263
wine_benchmark_0267.csv,HBOS,0.4967,0.5065,0.5042,0.5
wine_benchmark_0267.csv,LOF,0.5057,0.5513,0.5095,0.5238
wine_benchmark_0267.csv,CBLOF,0.5005,0.5256,0.5001,0.48
wine_benchmark_0268.csv,ABOD,0.513,0.5875,0.5022,0.4667
wine_benchmark_0268.csv,KNN,0.513,0.5875,0.4809,0.3077
wine_benchmark_0268.csv,IForest,0.5104,0.575,0.492,0.4
wine_benchmark_0268.csv,HBOS,0.5054,0.55,0.4809,0.3077
wine_benchmark_0268.csv,LOF,0.4928,0.4875,0.4911,0.3846
wine_benchmark_0268.csv,CBLOF,0.5003,0.525,0.4773,0.3125
wine_benchmark_0269.csv,ABOD,0.5148,0.5696,0.5222,0.6667
wine_benchmark_0269.csv,KNN,0.5072,0.5316,0.4972,0.5294
wine_benchmark_0269.csv,IForest,0.5098,0.5443,0.4981,0.5333
wine_benchmark_0269.csv,HBOS,0.4946,0.4684,0.4843,0.4783
wine_benchmark_0269.csv,LOF,0.5072,0.5316,0.5028,0.5625
wine_benchmark_0269.csv,CBLOF,0.492,0.4557,0.4898,0.5
wine_benchmark_0270.csv,ABOD,0.5067,0.5385,0.5246,0.5652
wine_benchmark_0270.csv,KNN,0.5093,0.5513,0.5,0.4615
wine_benchmark_0270.csv,IForest,0.5015,0.5128,0.4802,0.3929
wine_benchmark_0270.csv,HBOS,0.5222,0.6154,0.4865,0.4194
wine_benchmark_0270.csv,LOF,0.5093,0.5513,0.4944,0.44
wine_benchmark_0270.csv,CBLOF,0.5067,0.5385,0.4841,0.4
